Iterations [0/25500], Train Loss: 1.001415, Validation Loss: 1.000758
Iterations [10310/25500], Train Loss: 0.092877, Validation Loss: 0.101623
Iterations [10320/25500], Train Loss: 0.096973, Validation Loss: 0.089815
Iterations [10330/25500], Train Loss: 0.083759, Validation Loss: 0.100168
Iterations [10340/25500], Train Loss: 0.125270, Validation Loss: 0.108857
Iterations [10350/25500], Train Loss: 0.109175, Validation Loss: 0.100827
Iterations [10360/25500], Train Loss: 0.099022, Validation Loss: 0.101441
Iterations [10370/25500], Train Loss: 0.085741, Validation Loss: 0.101087
Iterations [10380/25500], Train Loss: 0.100459, Validation Loss: 0.102102
Iterations [10390/25500], Train Loss: 0.093353, Validation Loss: 0.104856
Iterations [10400/25500], Train Loss: 0.107075, Validation Loss: 0.089575
Iterations [10410/25500], Train Loss: 0.080112, Validation Loss: 0.100485
Iterations [10420/25500], Train Loss: 0.089868, Validation Loss: 0.095765
Iterations [10430/25500], Train Loss: 0.092726, Validation Loss: 0.107109
Iterations [10440/25500], Train Loss: 0.079052, Validation Loss: 0.094948
Iterations [10450/25500], Train Loss: 0.090477, Validation Loss: 0.104383
Iterations [10460/25500], Train Loss: 0.107416, Validation Loss: 0.101893
Iterations [10470/25500], Train Loss: 0.096835, Validation Loss: 0.102874
Iterations [10480/25500], Train Loss: 0.112801, Validation Loss: 0.092881
Iterations [10490/25500], Train Loss: 0.082416, Validation Loss: 0.088624
Iterations [10500/25500], Train Loss: 0.091808, Validation Loss: 0.090607
Iterations [10510/25500], Train Loss: 0.078581, Validation Loss: 0.094556
Iterations [10520/25500], Train Loss: 0.089348, Validation Loss: 0.092498
Iterations [10530/25500], Train Loss: 0.087933, Validation Loss: 0.101285
Iterations [10540/25500], Train Loss: 0.102451, Validation Loss: 0.109294
Iterations [10550/25500], Train Loss: 0.106180, Validation Loss: 0.105149
Iterations [10560/25500], Train Loss: 0.094810, Validation Loss: 0.101765
Iterations [10570/25500], Train Loss: 0.094997, Validation Loss: 0.096137
Iterations [10580/25500], Train Loss: 0.095018, Validation Loss: 0.085201
Iterations [10590/25500], Train Loss: 0.099225, Validation Loss: 0.085249
Iterations [10600/25500], Train Loss: 0.083334, Validation Loss: 0.103676
Iterations [10610/25500], Train Loss: 0.084944, Validation Loss: 0.085280
Iterations [10620/25500], Train Loss: 0.097274, Validation Loss: 0.086865
Iterations [10630/25500], Train Loss: 0.082707, Validation Loss: 0.102182
Iterations [10640/25500], Train Loss: 0.098113, Validation Loss: 0.095609
Iterations [10650/25500], Train Loss: 0.097831, Validation Loss: 0.103083
Iterations [10660/25500], Train Loss: 0.100474, Validation Loss: 0.098361
Iterations [10670/25500], Train Loss: 0.086056, Validation Loss: 0.093275
Iterations [10680/25500], Train Loss: 0.093193, Validation Loss: 0.093015
Iterations [10690/25500], Train Loss: 0.087528, Validation Loss: 0.086731
Iterations [10700/25500], Train Loss: 0.090292, Validation Loss: 0.084724
Iterations [10710/25500], Train Loss: 0.079185, Validation Loss: 0.093907
Iterations [10720/25500], Train Loss: 0.082602, Validation Loss: 0.099695
Iterations [10730/25500], Train Loss: 0.084869, Validation Loss: 0.100145
Iterations [10740/25500], Train Loss: 0.081192, Validation Loss: 0.084065
Iterations [10750/25500], Train Loss: 0.075806, Validation Loss: 0.098916
Iterations [10760/25500], Train Loss: 0.082603, Validation Loss: 0.099567
Iterations [10770/25500], Train Loss: 0.087776, Validation Loss: 0.086351
Iterations [10780/25500], Train Loss: 0.087885, Validation Loss: 0.081949
Iterations [10790/25500], Train Loss: 0.102706, Validation Loss: 0.101213
Iterations [10800/25500], Train Loss: 0.072483, Validation Loss: 0.109073
Iterations [10810/25500], Train Loss: 0.067611, Validation Loss: 0.090114
Iterations [10820/25500], Train Loss: 0.088691, Validation Loss: 0.105531
Iterations [10830/25500], Train Loss: 0.109936, Validation Loss: 0.098981
Iterations [10840/25500], Train Loss: 0.098922, Validation Loss: 0.107776
Iterations [10850/25500], Train Loss: 0.106713, Validation Loss: 0.096508
Iterations [10860/25500], Train Loss: 0.086830, Validation Loss: 0.087534
Iterations [10870/25500], Train Loss: 0.085085, Validation Loss: 0.091517
Iterations [10880/25500], Train Loss: 0.102555, Validation Loss: 0.089167
Iterations [10890/25500], Train Loss: 0.084668, Validation Loss: 0.075822
Iterations [10900/25500], Train Loss: 0.097349, Validation Loss: 0.113495
Iterations [10910/25500], Train Loss: 0.089442, Validation Loss: 0.092143
Iterations [10920/25500], Train Loss: 0.088903, Validation Loss: 0.099164
Iterations [10930/25500], Train Loss: 0.089001, Validation Loss: 0.086750
Iterations [10940/25500], Train Loss: 0.097508, Validation Loss: 0.101248
Iterations [10950/25500], Train Loss: 0.088730, Validation Loss: 0.101580
Iterations [10960/25500], Train Loss: 0.074020, Validation Loss: 0.086330
Iterations [10970/25500], Train Loss: 0.084837, Validation Loss: 0.080845
Iterations [10980/25500], Train Loss: 0.077982, Validation Loss: 0.085633
Iterations [10990/25500], Train Loss: 0.080700, Validation Loss: 0.085277
Iterations [11000/25500], Train Loss: 0.080734, Validation Loss: 0.081654
Iterations [11010/25500], Train Loss: 0.081402, Validation Loss: 0.083145
Iterations [11020/25500], Train Loss: 0.077757, Validation Loss: 0.080853
Iterations [11030/25500], Train Loss: 0.071498, Validation Loss: 0.093664
Iterations [11040/25500], Train Loss: 0.079919, Validation Loss: 0.075997
Iterations [11050/25500], Train Loss: 0.082672, Validation Loss: 0.086352
Iterations [11060/25500], Train Loss: 0.093296, Validation Loss: 0.088469
Iterations [11070/25500], Train Loss: 0.087903, Validation Loss: 0.078739
Iterations [11080/25500], Train Loss: 0.095610, Validation Loss: 0.096130
Iterations [11090/25500], Train Loss: 0.095463, Validation Loss: 0.081966
Iterations [11100/25500], Train Loss: 0.086860, Validation Loss: 0.096827
Iterations [11110/25500], Train Loss: 0.078733, Validation Loss: 0.064469
Iterations [11120/25500], Train Loss: 0.089234, Validation Loss: 0.086811
Iterations [11130/25500], Train Loss: 0.075458, Validation Loss: 0.082914
Iterations [11140/25500], Train Loss: 0.082136, Validation Loss: 0.075951
Iterations [11150/25500], Train Loss: 0.081286, Validation Loss: 0.079937
Iterations [11160/25500], Train Loss: 0.076688, Validation Loss: 0.085901
Iterations [11170/25500], Train Loss: 0.083047, Validation Loss: 0.092288
Iterations [11180/25500], Train Loss: 0.096123, Validation Loss: 0.085284
Iterations [11190/25500], Train Loss: 0.077146, Validation Loss: 0.088118
Iterations [11200/25500], Train Loss: 0.069186, Validation Loss: 0.080905
Iterations [11210/25500], Train Loss: 0.081870, Validation Loss: 0.084399
Iterations [11220/25500], Train Loss: 0.084448, Validation Loss: 0.079684
Iterations [11230/25500], Train Loss: 0.089367, Validation Loss: 0.092362
Iterations [11240/25500], Train Loss: 0.077155, Validation Loss: 0.082720
Iterations [11250/25500], Train Loss: 0.080979, Validation Loss: 0.076393
Iterations [11260/25500], Train Loss: 0.085458, Validation Loss: 0.099255
Iterations [11270/25500], Train Loss: 0.076535, Validation Loss: 0.091101
Iterations [11280/25500], Train Loss: 0.098055, Validation Loss: 0.090898
Iterations [11290/25500], Train Loss: 0.090279, Validation Loss: 0.076405
Iterations [11300/25500], Train Loss: 0.067492, Validation Loss: 0.099690
Iterations [11310/25500], Train Loss: 0.079336, Validation Loss: 0.072902
Iterations [11320/25500], Train Loss: 0.076669, Validation Loss: 0.081065
Iterations [11330/25500], Train Loss: 0.081270, Validation Loss: 0.085773
Iterations [11340/25500], Train Loss: 0.090404, Validation Loss: 0.080552
Iterations [11350/25500], Train Loss: 0.071858, Validation Loss: 0.082566
Iterations [11360/25500], Train Loss: 0.079087, Validation Loss: 0.079911
Iterations [11370/25500], Train Loss: 0.072391, Validation Loss: 0.094365
Iterations [11380/25500], Train Loss: 0.068231, Validation Loss: 0.093925
Iterations [11390/25500], Train Loss: 0.084788, Validation Loss: 0.072855
Iterations [11400/25500], Train Loss: 0.070667, Validation Loss: 0.073099
Iterations [11410/25500], Train Loss: 0.078706, Validation Loss: 0.077651
Iterations [11420/25500], Train Loss: 0.073078, Validation Loss: 0.093130
Iterations [11430/25500], Train Loss: 0.085573, Validation Loss: 0.086789
Iterations [11440/25500], Train Loss: 0.080914, Validation Loss: 0.081432
Iterations [11450/25500], Train Loss: 0.079633, Validation Loss: 0.078158
Iterations [11460/25500], Train Loss: 0.078479, Validation Loss: 0.106290
Iterations [11470/25500], Train Loss: 0.071270, Validation Loss: 0.078797
Iterations [11480/25500], Train Loss: 0.073122, Validation Loss: 0.087973
Iterations [11490/25500], Train Loss: 0.067243, Validation Loss: 0.088594
Iterations [11500/25500], Train Loss: 0.084445, Validation Loss: 0.095451
Iterations [11510/25500], Train Loss: 0.075420, Validation Loss: 0.095334
Iterations [11520/25500], Train Loss: 0.084187, Validation Loss: 0.078460
Iterations [11530/25500], Train Loss: 0.071143, Validation Loss: 0.086585
Iterations [11540/25500], Train Loss: 0.083853, Validation Loss: 0.091814
Iterations [11550/25500], Train Loss: 0.083593, Validation Loss: 0.083866
Iterations [11560/25500], Train Loss: 0.076317, Validation Loss: 0.102145
Iterations [11570/25500], Train Loss: 0.079223, Validation Loss: 0.092874
Iterations [11580/25500], Train Loss: 0.075653, Validation Loss: 0.083747
Iterations [11590/25500], Train Loss: 0.075781, Validation Loss: 0.079442
Iterations [11600/25500], Train Loss: 0.081871, Validation Loss: 0.092653
Iterations [11610/25500], Train Loss: 0.087375, Validation Loss: 0.071682
Iterations [11620/25500], Train Loss: 0.087745, Validation Loss: 0.087748
Iterations [11630/25500], Train Loss: 0.068358, Validation Loss: 0.090872
Iterations [11640/25500], Train Loss: 0.079800, Validation Loss: 0.074350
Iterations [11650/25500], Train Loss: 0.078391, Validation Loss: 0.082655
Iterations [11660/25500], Train Loss: 0.070904, Validation Loss: 0.080924
Iterations [11670/25500], Train Loss: 0.091448, Validation Loss: 0.075442
Iterations [11680/25500], Train Loss: 0.088110, Validation Loss: 0.079754
Iterations [11690/25500], Train Loss: 0.070566, Validation Loss: 0.073726
Iterations [11700/25500], Train Loss: 0.074683, Validation Loss: 0.076635
Iterations [11710/25500], Train Loss: 0.068682, Validation Loss: 0.066987
Iterations [11720/25500], Train Loss: 0.087658, Validation Loss: 0.074633
Iterations [11730/25500], Train Loss: 0.070090, Validation Loss: 0.069305
Iterations [11740/25500], Train Loss: 0.080233, Validation Loss: 0.067270
Iterations [11750/25500], Train Loss: 0.081664, Validation Loss: 0.077962
Iterations [11760/25500], Train Loss: 0.064683, Validation Loss: 0.079462
Iterations [11770/25500], Train Loss: 0.072091, Validation Loss: 0.081524
Iterations [11780/25500], Train Loss: 0.065010, Validation Loss: 0.088303
Iterations [11790/25500], Train Loss: 0.080726, Validation Loss: 0.077215
Iterations [11800/25500], Train Loss: 0.097057, Validation Loss: 0.080764
Iterations [11810/25500], Train Loss: 0.096317, Validation Loss: 0.076564
Iterations [11820/25500], Train Loss: 0.081438, Validation Loss: 0.073385
Iterations [11830/25500], Train Loss: 0.071125, Validation Loss: 0.066208
Iterations [11840/25500], Train Loss: 0.070634, Validation Loss: 0.089490
Iterations [11850/25500], Train Loss: 0.069110, Validation Loss: 0.061588
Iterations [11860/25500], Train Loss: 0.081693, Validation Loss: 0.073225
Iterations [11870/25500], Train Loss: 0.072215, Validation Loss: 0.075114
Iterations [11880/25500], Train Loss: 0.058636, Validation Loss: 0.085672
Iterations [11890/25500], Train Loss: 0.081927, Validation Loss: 0.082586
Iterations [11900/25500], Train Loss: 0.072925, Validation Loss: 0.086195
Iterations [11910/25500], Train Loss: 0.065641, Validation Loss: 0.077072
Iterations [11920/25500], Train Loss: 0.067969, Validation Loss: 0.082315
Iterations [11930/25500], Train Loss: 0.061152, Validation Loss: 0.079242
Iterations [11940/25500], Train Loss: 0.072555, Validation Loss: 0.073068
Iterations [11950/25500], Train Loss: 0.076282, Validation Loss: 0.079463
Iterations [11960/25500], Train Loss: 0.070374, Validation Loss: 0.085523
Iterations [11970/25500], Train Loss: 0.076851, Validation Loss: 0.067056
Iterations [11980/25500], Train Loss: 0.065114, Validation Loss: 0.081794
Iterations [11990/25500], Train Loss: 0.074095, Validation Loss: 0.088198
Iterations [12000/25500], Train Loss: 0.073225, Validation Loss: 0.069304
Iterations [12010/25500], Train Loss: 0.066878, Validation Loss: 0.067028
Iterations [12020/25500], Train Loss: 0.055014, Validation Loss: 0.070945
Iterations [12030/25500], Train Loss: 0.061485, Validation Loss: 0.081534
Iterations [12040/25500], Train Loss: 0.069753, Validation Loss: 0.082602
Iterations [12050/25500], Train Loss: 0.066809, Validation Loss: 0.083216
Iterations [12060/25500], Train Loss: 0.069265, Validation Loss: 0.085342
Iterations [12070/25500], Train Loss: 0.068037, Validation Loss: 0.078590
Iterations [12080/25500], Train Loss: 0.074191, Validation Loss: 0.066956
Iterations [12090/25500], Train Loss: 0.081468, Validation Loss: 0.062831
Iterations [12100/25500], Train Loss: 0.065355, Validation Loss: 0.067429
Iterations [12110/25500], Train Loss: 0.052423, Validation Loss: 0.080041
Iterations [12120/25500], Train Loss: 0.066749, Validation Loss: 0.081910
Iterations [12130/25500], Train Loss: 0.072632, Validation Loss: 0.080018
Iterations [12140/25500], Train Loss: 0.076791, Validation Loss: 0.071270
Iterations [12150/25500], Train Loss: 0.062734, Validation Loss: 0.077756
Iterations [12160/25500], Train Loss: 0.081257, Validation Loss: 0.069102
Iterations [12170/25500], Train Loss: 0.075126, Validation Loss: 0.086711
Iterations [12180/25500], Train Loss: 0.074760, Validation Loss: 0.068031
Iterations [12190/25500], Train Loss: 0.070506, Validation Loss: 0.074607
Iterations [12200/25500], Train Loss: 0.066962, Validation Loss: 0.095943
Iterations [12210/25500], Train Loss: 0.071648, Validation Loss: 0.065173
Iterations [12220/25500], Train Loss: 0.066583, Validation Loss: 0.086608
Iterations [12230/25500], Train Loss: 0.066993, Validation Loss: 0.074006
Iterations [12240/25500], Train Loss: 0.068120, Validation Loss: 0.066993
Iterations [12250/25500], Train Loss: 0.067279, Validation Loss: 0.076347
Iterations [12260/25500], Train Loss: 0.069425, Validation Loss: 0.083724
Iterations [12270/25500], Train Loss: 0.077529, Validation Loss: 0.063096
Iterations [12280/25500], Train Loss: 0.068392, Validation Loss: 0.080016
Iterations [12290/25500], Train Loss: 0.072197, Validation Loss: 0.074499
Iterations [12300/25500], Train Loss: 0.075430, Validation Loss: 0.075711
Iterations [12310/25500], Train Loss: 0.089513, Validation Loss: 0.075697
Iterations [12320/25500], Train Loss: 0.075776, Validation Loss: 0.073222
Iterations [12330/25500], Train Loss: 0.074418, Validation Loss: 0.073810
Iterations [12340/25500], Train Loss: 0.073240, Validation Loss: 0.074465
Iterations [12350/25500], Train Loss: 0.084120, Validation Loss: 0.065283
Iterations [12360/25500], Train Loss: 0.067234, Validation Loss: 0.084120
Iterations [12370/25500], Train Loss: 0.071999, Validation Loss: 0.069001
Iterations [12380/25500], Train Loss: 0.066730, Validation Loss: 0.076080
Iterations [12390/25500], Train Loss: 0.067460, Validation Loss: 0.073201
Iterations [12400/25500], Train Loss: 0.070914, Validation Loss: 0.071812
Iterations [12410/25500], Train Loss: 0.073450, Validation Loss: 0.076001
Iterations [12420/25500], Train Loss: 0.064040, Validation Loss: 0.067216
Iterations [12430/25500], Train Loss: 0.064873, Validation Loss: 0.070722
Iterations [12440/25500], Train Loss: 0.062908, Validation Loss: 0.066467
Iterations [12450/25500], Train Loss: 0.061102, Validation Loss: 0.075822
Iterations [12460/25500], Train Loss: 0.070809, Validation Loss: 0.072548
Iterations [12470/25500], Train Loss: 0.074010, Validation Loss: 0.065930
Iterations [12480/25500], Train Loss: 0.071364, Validation Loss: 0.086493
Iterations [12490/25500], Train Loss: 0.077520, Validation Loss: 0.081940
Iterations [12500/25500], Train Loss: 0.066565, Validation Loss: 0.071167
Iterations [12510/25500], Train Loss: 0.067398, Validation Loss: 0.088706
Iterations [12520/25500], Train Loss: 0.051372, Validation Loss: 0.055155
Iterations [12530/25500], Train Loss: 0.055436, Validation Loss: 0.063203
Iterations [12540/25500], Train Loss: 0.052663, Validation Loss: 0.066459
Iterations [12550/25500], Train Loss: 0.063228, Validation Loss: 0.066175
Iterations [12560/25500], Train Loss: 0.065344, Validation Loss: 0.065586
